ID,Car Brand,Model,Price,Model Year,Location,Fuel,Driven (Kms),Gear,Ownership,EMI (monthly)
4573,Hyundai,i10SPORTZ 1.2 KAPPA2,"£371,599.00",2011,Bangalore,Petrol,53572KM,Manual,1,8266
4574,Maruti,Alto K10VXI (O) AMT,"£376,099.00",2019,Bangalore,Petrol,19450KM,Manual,2,8366
4575,Renault,KwidRXL1.0 EASY-R AT,"£437,699.00",2017,Bangalore,Petrol,8409KM,Manual,1,9736
4576,Maruti,,"£408,899.00",2017,Bangalore,Petrol,16032KM,,1,9096
4577,Chevrolet,BeatLT PETROL,"£224,899.00",2010,Bangalore,Petrol,33225KM,Manual,2,5003
4578,Hyundai,Santro XingGLS,"£192,299.00",2008,Bangalore,Petrol,67059KM,Manual,3,4278
4579,Renault,KwidCLIMBER 1.0 AT,"£464,499.00",2018,Bangalore,Petrol,21699KM,Manual,1,10333
4580,Chevrolet,BeatLS PETROL,"£226,499.00",2010,Bangalore,Petrol,47003KM,Manual,1,5038
4581,Maruti,Alto 800LXI,"£302,899.00",2013,Bangalore,Petrol,16178KM,Manual,3,6738
4582,Maruti,AltoLXI,"£250,699.00",2010,Bangalore,Petrol,36141KM,Manual,1,5577
4583,Maruti,Alto K10VXI,"£251,499.00",2010,Bangalore,Petrol,42705KM,Manual,2,5594
4584,Hyundai,Grand i10MAGNA 1.2 VTVT,"£434,599.00",2014,Bangalore,Petrol,7445KM,Manual,2,9667
4585,Maruti,Alto K10VXI (O) AMT,"£405,799.00",2017,Bangalore,Petrol,26396KM,Manual,1,9027
4586,Hyundai,i10SPORTZ 1.2,"£313,499.00",2009,Bangalore,Petrol,35925KM,Manual,1,6974
4587,Hyundai,EonERA PLUS,"£293,999.00",2014,Bangalore,Petrol,31491KM,Manual,2,6540
4588,Hyundai,Grand i10MAGNA 1.2 VTVT,"£424,299.00",2013,Bangalore,Petrol,42677KM,Manual,1,9438
4589,Maruti,Alto K10VXI,"£256,299.00",2012,Bangalore,Petrol,50282KM,Manual,3,5701
4590,Maruti,RitzVXI BS IV,"£322,099.00",2010,Bangalore,Petrol,66102KM,Manual,2,7165
4591,Renault,KwidRXT Opt,"£355,699.00",2016,Bangalore,Petrol,30759KM,Manual,2,7912
4592,Maruti,Eeco5 STR WITH AC PLUSHTR,"£327,399.00",2012,Bangalore,Petrol,46403KM,Manual,2,7283
4593,Maruti,SwiftLXI OPT,"£523,999.00",2016,Bangalore,Petrol,35352KM,Manual,1,11656
4594,Maruti,SwiftVXI,"£457,499.00",2012,Bangalore,Petrol,63009KM,Manual,1,10177
4595,Chevrolet,SparkLS 1.0,"£189,499.00",2009,Bangalore,Petrol,20028KM,Manual,1,4215
4596,Hyundai,i10SPORTZ 1.2 AT KAPPA2,"£408,299.00",2013,Bangalore,Petrol,59237KM,Automatic,1,9082
4597,Datsun,GoT,"£359,399.00",2015,Bangalore,Petrol,30569KM,Manual,1,7995
4598,Maruti,RitzLXI,"£363,699.00",2011,Bangalore,Petrol,39755KM,Manual,1,8090
4599,Tata,Indica VistaVX QUADRAJET,"£314,999.00",2012,Bangalore,Diesel,59345KM,Manual,1,7007
4600,Maruti,Alto K10VXI OPT. MT,"£374,699.00",2019,Bangalore,Petrol,12689KM,Manual,2,8335
4601,Maruti,Wagon R 1.0VXI,"£440,899.00",2016,Bangalore,Petrol,27858KM,Manual,1,9808
4602,Maruti,Wagon R 1.0VXI,"£352,699.00",2013,Bangalore,Petrol,23401KM,Manual,1,7846
4603,Maruti,,"£442,299.00",2013,Bangalore,Petrol,53166KM,,1,9839
4604,Maruti,Alto K10VXI,"£221,299.00",2011,Bangalore,Petrol,62717KM,Manual,2,4923
4605,Hyundai,i10SPORTZ 1.2 KAPPA2,"£343,799.00",2010,Bangalore,Petrol,46146KM,Manual,1,7648
4606,Maruti,Alto 800VXI,"£360,399.00",2017,Bangalore,Petrol,6202KM,Manual,2,8017
4607,Maruti,,"£319,399.00",2017,Bangalore,Petrol,28486KM,,2,7105
4608,Maruti,SwiftVDI,"£420,199.00",2011,Bangalore,Diesel,60118KM,Manual,2,9347
4609,Ford,Figo1.4 ZXI DURATORQ,"£295,799.00",2010,Bangalore,Diesel,61379KM,Manual,1,6580
4610,Maruti,AltoLXI,"£221,599.00",2009,Bangalore,Petrol,26432KM,Manual,1,4929
4611,Maruti,AltoLXI,"£272,799.00",2011,Bangalore,Petrol,46746KM,Manual,2,6068
4612,Maruti,RitzVXI BS IV,"£386,599.00",2010,Bangalore,Petrol,38191KM,Manual,1,8600
4613,Maruti,S PRESSOVXI PLUS,"£493,999.00",2019,Bangalore,Petrol,10462KM,Manual,1,10989
4614,Maruti,RitzVXI BS IV,"£378,899.00",2014,Bangalore,Petrol,54073KM,Manual,2,8428
4615,Hyundai,i10SPORTZ 1.2,"£329,799.00",2010,Bangalore,Petrol,36981KM,Manual,1,7336
4616,Honda,Amaze1.2 SX MT I VTEC,"£530,899.00",2016,Bangalore,Petrol,33215KM,Manual,1,11810
4617,Hyundai,EonERA PLUS (O),"£355,299.00",2017,Bangalore,Petrol,22418KM,Manual,1,7903
4618,Hyundai,i10SPORTZ 1.1 IRDE2,"£432,599.00",2015,Bangalore,Petrol,39456KM,Manual,1,9623
4619,Nissan,SunnyXV PETROL,"£449,099.00",2011,Bangalore,Petrol,24353KM,Manual,1,9990
4620,Maruti,Alto K10VXI,"£245,199.00",2011,Bangalore,Petrol,52908KM,Manual,3,5454
4621,Maruti,AltoLXI,"£248,599.00",2011,Bangalore,Petrol,72785KM,Manual,2,5530
4622,Maruti,RitzVXI BS IV,"£435,599.00",2011,Bangalore,Petrol,21274KM,Manual,1,9690
4623,Maruti,RitzVXI BS IV,"£378,599.00",2011,Bangalore,Petrol,62420KM,Manual,1,8422
4624,Maruti,Wagon R 1.0VXI,"£383,199.00",2013,Bangalore,Petrol,46248KM,Manual,1,8524
4625,Maruti,RitzVXI BS IV,"£408,399.00",2013,Bangalore,Petrol,33225KM,Manual,1,9085
4626,Hyundai,EonD LITE PLUS,"£297,899.00",2013,Bangalore,Petrol,55546KM,Manual,3,6627
4627,Hyundai,i10MAGNA 1.2,"£297,999.00",2010,Bangalore,Petrol,27225KM,Manual,1,6629
4628,Maruti,Wagon R 1.0VXI,"£399,799.00",2011,Bangalore,Petrol,32725KM,Manual,1,8893
4629,Maruti,Alto K10VXI,"£314,799.00",2013,Bangalore,Petrol,38912KM,Manual,2,7003
4630,Hyundai,Santro XingGLS,"£293,599.00",2008,Bangalore,Petrol,44365KM,Manual,1,6531
4631,Datsun,Redi GoLIMITED EDITION,"£332,099.00",2017,Bangalore,Petrol,49447KM,Manual,1,7387
4632,Maruti,Wagon R 1.0VXI,"£396,299.00",2013,Bangalore,Petrol,47062KM,Manual,1,8815
4633,Maruti,Alto K10VXI,"£329,399.00",2014,Bangalore,Petrol,43290KM,Manual,3,7327
4634,Datsun,,"£317,699.00",2017,Bangalore,Petrol,20789KM,,1,7067
4635,Hyundai,i20ASTA 1.2,"£401,399.00",2011,Bangalore,Petrol,58055KM,Manual,1,8929
4636,Nissan,,"£523,999.00",2013,Bangalore,Petrol,45134KM,,1,11656
4637,Hyundai,i10SPORTZ 1.1 IRDE2,"£399,499.00",2014,Bangalore,Petrol,42135KM,Manual,1,8887
4638,Maruti,Wagon R 1.0VXI,"£347,199.00",2012,Bangalore,Petrol,56014KM,Manual,1,7723
4639,Hyundai,Elite i20SPORTZ 1.2,"£491,999.00",2015,Bangalore,Petrol,50622KM,Manual,2,10944
4640,Honda,Brio1.2 VX MT I VTEC,"£476,799.00",2015,Bangalore,Petrol,42337KM,Manual,1,10606
4641,Maruti,Eeco5 STR WITH AC PLUSHTR,"£379,599.00",2016,Bangalore,Petrol,38114KM,Manual,1,8444
4642,Maruti,SwiftZXI,"£499,299.00",2012,Bangalore,Petrol,56935KM,Manual,1,11107
4643,Maruti,Alto K10VXI,"£374,499.00",2019,Bangalore,Petrol,14749KM,Manual,2,8331
4644,Maruti,Alto K10VXI,"£315,299.00",2011,Bangalore,Petrol,31180KM,Manual,2,7014
4645,Maruti,Wagon R 1.0VXI,"£425,099.00",2016,Bangalore,Petrol,16989KM,Manual,2,9456
4646,Maruti,Wagon R 1.0LXI,"£286,399.00",2010,Bangalore,Petrol,52160KM,Manual,1,6371
4647,Maruti,S PRESSOVXI PLUS,"£512,399.00",2020,Bangalore,Petrol,8224KM,Manual,1,11398
4648,Maruti,Alto K10VXI,"£349,799.00",2014,Bangalore,Petrol,39855KM,Manual,1,7781
4649,Maruti,RitzVDI,"£350,599.00",2011,Bangalore,Diesel,71585KM,Manual,2,7799
4650,Hyundai,i10SPORTZ 1.2 AT KAPPA2,"£455,599.00",2013,Bangalore,Petrol,22201KM,Automatic,1,10135
4651,Maruti,ErtigaVXI,"£607,199.00",2014,Bangalore,Petrol,19728KM,Manual,1,13507
4652,Maruti,RitzLXI,"£364,299.00",2013,Bangalore,Petrol,58907KM,Manual,2,8104
4653,Hyundai,Elite i201.2 SPORTS PLUS VTVT CVT,"£831,299.00",2019,Bangalore,Petrol,6478KM,Automatic,1,18492
4654,Toyota,Etios LivaG,"£356,699.00",2011,Bangalore,Petrol,54931KM,Manual,1,7935
4655,Maruti,Alto K10VXI,"£344,499.00",2015,Bangalore,Petrol,49168KM,Manual,1,7663
4656,Maruti,AltoLXI,"£201,099.00",2009,Bangalore,Petrol,428123KM,Manual,2,4473
4657,Maruti,Alto K10VXI OPT,"£333,299.00",2016,Bangalore,Petrol,34767KM,Manual,1,7414
4658,Maruti,,"£380,099.00",2016,Bangalore,Petrol,28652KM,,2,8455
4659,Maruti,,"£475,799.00",2020,Bangalore,Petrol,8241KM,,1,10584
4660,Maruti,Alto 800VXI,"£316,799.00",2016,Bangalore,Petrol,34081KM,Manual,1,7047
4661,Hyundai,i10SPORTZ 1.2 AT KAPPA2,"£376,699.00",2012,Bangalore,Petrol,57380KM,Automatic,1,8379
4662,Hyundai,i10SPORTZ 1.2,"£323,799.00",2010,Bangalore,Petrol,62086KM,Manual,2,7203
4663,Hyundai,Santro XingGLS,"£287,099.00",2013,Bangalore,Petrol,45209KM,Manual,2,6386
4664,Maruti,Alto K10LXI,"£254,299.00",2011,Bangalore,Petrol,66167KM,Manual,1,5657
4665,Maruti,Alto K10VXI,"£334,199.00",2014,Bangalore,Petrol,66079KM,Manual,1,7434
4666,Hyundai,i10MAGNA 1.2 KAPPA2,"£335,699.00",2010,Bangalore,Petrol,62936KM,Manual,1,7467
4667,Hyundai,i10SPORTZ 1.2 KAPPA2,"£421,499.00",2012,Bangalore,Petrol,43142KM,Manual,1,9376
4668,Hyundai,i10SPORTZ 1.2 KAPPA2,"£366,899.00",2012,Bangalore,Petrol,54131KM,Manual,1,8161
4669,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,"£502,799.00",2016,Bangalore,Petrol,18546KM,Manual,2,11184
4670,Maruti,RitzVXI BS IV,"£360,299.00",2011,Bangalore,Petrol,60921KM,Manual,2,8015
4671,Hyundai,Grand i10MAGNA 1.2 VTVT,"£430,199.00",2016,Bangalore,Petrol,34448KM,Manual,2,9570
4672,Maruti,,"£410,599.00",2018,Bangalore,Petrol,6428KM,,1,9134
4673,Honda,Jazz1.2 V MT,"£521,499.00",2015,Bangalore,Petrol,29519KM,Manual,2,11600
4674,Ford,Figo1.2 TITANIUM DURATEC,"£442,199.00",2013,Bangalore,Petrol,31710KM,Manual,1,9836
4675,Maruti,CelerioVXI,"£424,199.00",2016,Bangalore,Petrol,30947KM,Manual,2,9436
4676,Hyundai,Grand i10ASTA 1.2 (O) VTVT,"£555,499.00",2014,Bangalore,Petrol,25381KM,Manual,1,12357
4677,Maruti,Wagon R 1.0VXI,"£425,999.00",2016,Bangalore,Petrol,23213KM,Manual,1,9476
4678,Hyundai,NEW SANTRO1.1 SPORTS AMT,"£550,499.00",2018,Bangalore,Petrol,17323KM,Manual,1,12246
4679,Tata,NanoXT TWIST,"£226,599.00",2015,Bangalore,Petrol,26137KM,Manual,2,5041
4680,Maruti,CelerioZXI,"£407,399.00",2015,Bangalore,Petrol,39598KM,Manual,1,9062
4681,Hyundai,Santro XingGL PLUS,"£246,099.00",2011,Bangalore,Petrol,69819KM,Manual,2,5474
4682,Maruti,Wagon R 1.0VXI,"£404,499.00",2014,Bangalore,Petrol,27274KM,Manual,1,8998
4683,Maruti,Alto 800LXI,"£329,799.00",2015,Bangalore,Petrol,41905KM,Manual,2,7336
4684,Maruti,Wagon R 1.0VXI,"£389,899.00",2017,Bangalore,Petrol,32869KM,Manual,3,8673
4685,Hyundai,Grand i10SPORTS 1.2 VTVT,"£555,999.00",2016,Bangalore,Petrol,13532KM,Manual,1,12368
4686,Maruti,SwiftVXI,"£474,399.00",2013,Bangalore,Petrol,51646KM,Manual,1,10553
4687,Maruti,DzireVXI,"£680,299.00",2018,Bangalore,Petrol,23838KM,Manual,1,15133
4688,Maruti,Alto K10VXI,"£339,899.00",2016,Bangalore,Petrol,36800KM,Manual,1,7561
4689,Hyundai,XcentS 1.2,"£497,799.00",2014,Bangalore,Petrol,41516KM,Manual,1,11073
4690,Hyundai,EonMAGNA PLUS,"£300,399.00",2015,Bangalore,Petrol,43825KM,Manual,2,6682
4691,Hyundai,i10SPORTZ 1.2 KAPPA2,"£404,499.00",2011,Bangalore,Petrol,31738KM,Manual,1,8998
4692,Maruti,Wagon R 1.0VXI,"£420,299.00",2016,Bangalore,Petrol,27428KM,Manual,2,9349
4693,Hyundai,Grand i10ASTA AT 1.2 KAPPA VTVT,"£493,599.00",2015,Bangalore,Petrol,35879KM,Manual,2,10980
4694,Maruti,Alto K10VXI,"£284,399.00",2012,Bangalore,Petrol,58683KM,Manual,1,6326
4695,Maruti,Alto 800LXI,"£352,299.00",2015,Bangalore,Petrol,46146KM,Manual,2,7837
4696,Tata,,"£615,799.00",2019,Bangalore,Petrol,13985KM,,1,13698
4697,Chevrolet,BeatLT PETROL,"£336,699.00",2011,Bangalore,Petrol,55009KM,Manual,1,7490
4698,Hyundai,NEW SANTRO1.1 SPORTS AMT,"£588,399.00",2019,Bangalore,Petrol,10854KM,Manual,1,13089
4699,Hyundai,i10SPORTZ 1.2 AT,"£373,799.00",2009,Bangalore,Petrol,34607KM,Automatic,1,8315
4700,Maruti,RitzVXI BS IV,"£420,099.00",2014,Bangalore,Petrol,52410KM,Manual,1,9345
4701,Maruti,CelerioZXI OPT,"£489,899.00",2017,Bangalore,Petrol,26716KM,Manual,1,10898
4702,Maruti,Eeco5 STR WITH AC PLUSHTR,"£485,099.00",2019,Bangalore,Petrol,6081KM,Manual,1,10791
4703,Hyundai,i10SPORTZ 1.2 KAPPA2,"£415,299.00",2012,Bangalore,Petrol,65598KM,Manual,1,9238
4704,Maruti,Alto 800LXI,"£260,299.00",2014,Bangalore,Petrol,48657KM,Manual,1,5790
4705,Hyundai,i20MAGNA O 1.2,"£387,499.00",2011,Bangalore,Petrol,76229KM,Manual,1,8620
4706,Maruti,CelerioVXI (O) AMT,"£503,599.00",2016,Bangalore,Petrol,30904KM,Automatic,1,11202
4707,Maruti,,"£430,499.00",2018,Bangalore,Petrol,9861KM,,1,9576
4708,Hyundai,i10SPORTZ 1.2 KAPPA2,"£336,699.00",2010,Bangalore,Petrol,65697KM,Manual,1,7490
4709,Hyundai,Grand i10SPORTZ 1.2 KAPPA VTVT,"£467,299.00",2014,Bangalore,Petrol,28276KM,Manual,2,10395
4710,Hyundai,Santro XingGLS,"£233,699.00",2008,Bangalore,Petrol,20719KM,Manual,1,5199
4711,Maruti,Wagon R 1.0VXI,"£375,599.00",2013,Bangalore,Petrol,52421KM,Manual,1,8355
4712,Maruti,SwiftVXI,"£475,599.00",2012,Bangalore,Petrol,37736KM,Manual,2,10579
4713,Maruti,Wagon R 1.0VXI,"£320,199.00",2012,Bangalore,Petrol,60412KM,Manual,1,7123
4714,Maruti,IGNISZETA 1.2 K12,"£633,099.00",2018,Bangalore,Petrol,7019KM,Manual,1,14083
4715,Maruti,SwiftVXI,"£469,299.00",2012,Bangalore,Petrol,39236KM,Manual,1,10439
4716,Hyundai,NEW SANTRO1.1 SPORTS AMT,"£625,399.00",2020,Bangalore,Petrol,6248KM,Manual,1,13912
4717,Hyundai,Grand i10ASTA 1.2 KAPPA VTVT OPT,"£513,799.00",2015,Bangalore,Petrol,33077KM,Manual,1,11429
4718,Maruti,SwiftVXI,"£423,299.00",2013,Bangalore,Petrol,45342KM,Manual,3,9416
4719,Hyundai,i10MAGNA 1.2 AT,"£307,399.00",2009,Bangalore,Petrol,26687KM,Automatic,1,6838
4720,Hyundai,Grand i10MAGNA 1.2 KAPPA VTVT,"£520,399.00",2017,Bangalore,Petrol,24590KM,Manual,2,11576
4721,Hyundai,Santro XingGL,"£230,299.00",2008,Bangalore,Petrol + LPG,60152KM,Manual,1,5123
4722,Hyundai,Elite i20ASTA 1.2,"£611,099.00",2014,Bangalore,Petrol,43542KM,Manual,2,13594
4723,Maruti,Swift DzireVXI 1.2 BS IV,"£559,099.00",2014,Bangalore,Petrol,42551KM,Manual,1,12437
4724,Maruti,Alto K10LXI,"£276,699.00",2011,Bangalore,Petrol,64152KM,Manual,1,6155
4725,Maruti,SwiftVXI,"£438,899.00",2012,Bangalore,Petrol,29624KM,Manual,1,9763
4726,Maruti,RitzLXI,"£349,499.00",2010,Bangalore,Petrol,61156KM,Manual,1,7774
4727,Hyundai,,"£745,599.00",2020,Bangalore,Petrol,2259KM,,1,16585
4728,Hyundai,Grand i101.2 ASTA (O) AT,"£588,599.00",2016,Bangalore,Petrol,26300KM,Automatic,1,13093
4729,Maruti,Alto K10VXI,"£319,199.00",2014,Bangalore,Petrol,51984KM,Manual,1,7100
4730,Hyundai,i20SPORTZ 1.2 VTVT,"£501,799.00",2012,Bangalore,Petrol,45323KM,Manual,1,11162
4731,Hyundai,Santro XingGL PLUS,"£340,799.00",2014,Bangalore,Petrol,51284KM,Manual,1,7581
4732,Maruti,Wagon R 1.0VXI,"£454,799.00",2013,Bangalore,Petrol,41074KM,Manual,1,10117
4733,Maruti,Wagon R 1.0VXI,"£363,199.00",2014,Bangalore,Petrol,46468KM,Manual,2,8079
4734,Datsun,Redi Go1.0 T(O),"£354,599.00",2017,Bangalore,Petrol,24376KM,Manual,1,7888
4735,Hyundai,,"£599,099.00",2018,Bangalore,Petrol,21147KM,,1,13327
4736,Maruti,DzireZXI Plus,"£716,899.00",2017,Bangalore,Petrol,27868KM,Manual,1,15947
4737,Maruti,CelerioZXI AMT,"£522,999.00",2016,Bangalore,Petrol,24915KM,Automatic,1,11634
4738,Toyota,Etios LivaG,"£468,799.00",2011,Bangalore,Petrol,20961KM,Manual,1,10428
4739,Maruti,CelerioVXI AMT,"£393,799.00",2014,Bangalore,Petrol,63902KM,Automatic,1,8760
4740,Maruti,SwiftVXI,"£497,999.00",2015,Bangalore,Petrol,24740KM,Manual,1,11078
4741,Volkswagen,PoloGT TSI 1.2 PETROL AT,"£623,999.00",2013,Bangalore,Petrol,45204KM,Automatic,1,13881
4742,Volkswagen,PoloCOMFORTLINE 1.2L PETROL,"£431,999.00",2011,Bangalore,Petrol,38263KM,Manual,2,9610
4743,Hyundai,Grand i10SPORTS 1.2 VTVT,"£539,699.00",2017,Bangalore,Petrol,14308KM,Manual,2,12005
4744,Maruti,SwiftVXI,"£517,399.00",2014,Bangalore,Petrol,21026KM,Manual,1,11509
4745,Hyundai,i10MAGNA 1.2 KAPPA2,"£323,899.00",2011,Bangalore,Petrol,73153KM,Manual,1,7205
4746,Hyundai,Elite i20ASTA 1.4 CRDI,"£691,299.00",2015,Bangalore,Diesel,21983KM,Manual,2,15378
4747,Maruti,Swift DzireVDI BS IV,"£450,599.00",2013,Bangalore,Diesel,107116KM,Manual,2,10023
4748,Hyundai,i20MAGNA 1.2 VTVT,"£447,299.00",2012,Bangalore,Petrol,38608KM,Manual,2,9950
4749,Honda,,"£693,499.00",2018,Bangalore,Petrol,19150KM,,1,15427
4750,Hyundai,Getz Prime1.3 GVS,"£222,299.00",2008,Bangalore,Petrol,43423KM,Manual,1,4945
4751,Hyundai,Grand i10ASTA 1.2 VTVT,"£627,699.00",2018,Bangalore,Petrol,8776KM,Manual,1,13963
4752,Maruti,SwiftVXI,"£662,099.00",2018,Bangalore,Petrol,9236KM,Manual,1,14728
4753,Maruti,Alto K10VXI,"£302,999.00",2011,Bangalore,Petrol,69882KM,Manual,1,6740
4754,Maruti,Alto K10LXI,"£236,799.00",2010,Bangalore,Petrol,56300KM,Manual,1,5267
4755,Maruti,Eeco5 STR WITH AC PLUSHTR,"£447,799.00",2019,Bangalore,Petrol,18812KM,Manual,2,9961
4756,Hyundai,Elite i20Magna Executive 1.2 AT,"£699,399.00",2018,Bangalore,Petrol,24969KM,Manual,2,15558
4757,Maruti,AltoLXI,"£257,999.00",2010,Bangalore,Petrol,57772KM,Manual,1,5739
4758,Maruti,CelerioVXI AMT,"£465,799.00",2016,Bangalore,Petrol,39889KM,Automatic,1,10361
4759,Maruti,Swift DzireVXI AT,"£432,099.00",2013,Bangalore,Petrol,71759KM,Automatic,2,9612
4760,Honda,CityS MT PETROL,"£415,599.00",2010,Bangalore,Petrol,67106KM,Manual,2,9245
4761,Renault,DusterRXL PACK DIESEL 85,"£611,499.00",2013,Bangalore,Diesel,60187KM,Manual,1,13602
4762,Hyundai,i10MAGNA 1.2,"£342,999.00",2010,Bangalore,Petrol,66322KM,Manual,1,7630
4763,Maruti,SwiftVXI,"£505,099.00",2014,Bangalore,Petrol,51232KM,Manual,1,11236
4764,Maruti,S CrossZETA 1.3,"£725,899.00",2016,Bangalore,Diesel,31699KM,Manual,2,16147
4765,Maruti,SwiftVXI,"£654,599.00",2018,Bangalore,Petrol,11089KM,Manual,1,14561
4766,Hyundai,VernaFLUIDIC 1.6 SX VTVT,"£594,599.00",2013,Bangalore,Petrol,24654KM,Manual,2,13227
4767,Maruti,AltoLXI,"£248,299.00",2009,Bangalore,Petrol,34605KM,Manual,1,5523
4768,Hyundai,i10MAGNA 1.2,"£315,499.00",2010,Bangalore,Petrol,67892KM,Manual,1,7018
4769,Maruti,RitzZXI,"£359,099.00",2009,Bangalore,Petrol,39996KM,Manual,2,7988
4770,Honda,Jazz1.2 V MT,"£620,099.00",2015,Bangalore,Petrol,24678KM,Manual,1,13794
4771,Hyundai,Santro XingGL,"£223,599.00",2010,Bangalore,Petrol,67770KM,Manual,3,4974
4772,Hyundai,i10SPORTZ 1.2,"£288,199.00",2009,Bangalore,Petrol,38304KM,Manual,1,6411
4773,Honda,CityS MT PETROL,"£419,099.00",2010,Bangalore,Petrol,86559KM,Manual,2,9323
4774,Maruti,CelerioZXI AMT,"£436,899.00",2016,Bangalore,Petrol,58245KM,Automatic,1,9719
4775,Maruti,AltoLXI,"£209,899.00",2008,Bangalore,Petrol,45812KM,Manual,2,4669
4776,Maruti,Wagon R 1.0VXI,"£354,699.00",2013,Bangalore,Petrol,72925KM,Manual,1,7890
4777,Maruti,BalenoDELTA 1.2 K12,"£618,899.00",2016,Bangalore,Petrol,13181KM,Manual,1,13767
4778,Maruti,Wagon R DuoLXI LPG,"£277,199.00",2009,Bangalore,Petrol + LPG,63067KM,Manual,1,6166
4779,Maruti,Alto K10VXI,"£310,899.00",2014,Bangalore,Petrol,50599KM,Manual,1,6916
4780,Maruti,SX4VXI,"£225,099.00",2009,Bangalore,Petrol,48883KM,Manual,3,5007
4781,Maruti,IGNISZETA 1.3 DDIS,"£704,199.00",2017,Bangalore,Diesel,48110KM,Manual,1,15665
4782,Renault,,"£425,499.00",2018,Bangalore,Petrol,14176KM,,1,9465
4783,Maruti,Swift DzireVXI 1.2 BS IV,"£523,699.00",2014,Bangalore,Petrol,41623KM,Manual,1,11649
4784,Maruti,SwiftZXI PLUS AMT,"£682,399.00",2018,Bangalore,Petrol,11322KM,Manual,2,15180
4785,Maruti,Alto K10VXI OPT,"£379,199.00",2018,Bangalore,Petrol,29928KM,Manual,1,8435
4786,Honda,CityS MT PETROL,"£615,799.00",2014,Bangalore,Petrol,20078KM,Manual,1,13698
4787,Maruti,Swift DzireVDI ABS,"£607,399.00",2015,Bangalore,Diesel,44453KM,Manual,1,13511
4788,Maruti,Wagon RVXI BS III,"£289,299.00",2009,Bangalore,Petrol,46546KM,Manual,1,6435
4789,Maruti,,"£512,299.00",2019,Bangalore,Petrol,19108KM,,1,11396
4790,Maruti,Wagon R 1.0VXI,"£395,699.00",2014,Bangalore,Petrol,62642KM,Manual,1,8802
4791,Renault,,"£465,599.00",2017,Bangalore,Petrol,35141KM,,1,10357
4792,Hyundai,i10MAGNA 1.2,"£284,299.00",2009,Bangalore,Petrol,100339KM,Manual,2,6324
4793,Maruti,CelerioZXI AMT,"£429,099.00",2017,Bangalore,Petrol,72907KM,Automatic,1,9545
4794,Maruti,AltoLXI,"£255,399.00",2009,Bangalore,Petrol,38264KM,Manual,1,5681
4795,Hyundai,i20SPORTZ 1.2 VTVT,"£474,599.00",2012,Bangalore,Petrol,32106KM,Manual,1,10557
4796,Maruti,BalenoALPHA 1.2 K12,"£829,899.00",2020,Bangalore,Petrol,11818KM,Manual,1,18461
4797,Hyundai,Grand i10ASTA 1.2 (O) VTVT,"£469,499.00",2015,Bangalore,Petrol,77606KM,Manual,1,10444
4798,Hyundai,Grand i10ASTA 1.2 (O) VTVT,"£529,899.00",2015,Bangalore,Petrol,43106KM,Manual,1,11787
4799,Hyundai,Grand i10SPORTS 1.2 VTVT,"£439,099.00",2016,Bangalore,Petrol,42021KM,Manual,1,9768
4800,Maruti,SwiftVXI,"£515,399.00",2012,Bangalore,Petrol,56862KM,Manual,2,11465
4801,Maruti,Alto K10VXI,"£257,899.00",2012,Bangalore,Petrol,81811KM,Manual,1,5737
4802,Maruti,SwiftVXI,"£445,499.00",2013,Bangalore,Petrol,56566KM,Manual,1,9910
4803,Hyundai,i10SPORTZ 1.2 KAPPA2,"£406,099.00",2013,Bangalore,Petrol,56861KM,Manual,2,9033
4804,Hyundai,i10SPORTZ 1.2 KAPPA2,"£346,399.00",2012,Bangalore,Petrol,108611KM,Manual,1,7705
4805,Maruti,AltoLXI,"£215,599.00",2010,Bangalore,Petrol,71122KM,Manual,2,4796
4806,Maruti,Alto K10VXI,"£304,499.00",2015,Bangalore,Petrol,53989KM,Manual,1,6773
4807,Hyundai,Santro XingGLS,"£294,499.00",2009,Bangalore,Petrol,48772KM,Manual,1,6551
4808,Hyundai,i20SPORTZ 1.2 O,"£380,199.00",2010,Bangalore,Petrol,77282KM,Manual,1,8457
4809,Hyundai,XcentSX 1.2 OPT,"£499,599.00",2014,Bangalore,Petrol,55503KM,Manual,2,11113
4810,Hyundai,VernaFLUIDIC 1.6 SX VTVT,"£574,899.00",2013,Bangalore,Petrol,51051KM,Manual,3,12788
4811,Hyundai,NEW SANTRO1.1 SPORTS AMT,"£592,399.00",2019,Bangalore,Petrol,8560KM,Manual,1,13178
4812,Hyundai,i10MAGNA 1.2 KAPPA2,"£324,699.00",2011,Bangalore,Petrol,71708KM,Manual,2,7223
4813,Maruti,AltoLXI,"£250,199.00",2009,Bangalore,Petrol,24474KM,Manual,1,5566
4814,Hyundai,i10MAGNA 1.2,"£306,099.00",2009,Bangalore,Petrol,48517KM,Manual,1,6809
4815,Maruti,Zen EstiloVXI,"£317,299.00",2011,Bangalore,Petrol,57429KM,Manual,1,7058
4816,Hyundai,VernaFLUIDIC 1.6 SX VTVT,"£714,899.00",2016,Bangalore,Petrol,21655KM,Manual,1,15903
4817,Hyundai,i20SPORTZ 1.2 VTVT,"£434,899.00",2012,Bangalore,Petrol,61801KM,Manual,1,9674
4818,Maruti,RitzVXI BS IV,"£388,899.00",2013,Bangalore,Petrol,69878KM,Manual,1,8651
